identifier,taxon_of_interest,family,genus,species,Fragment,Scoloptoxin?
NCBI|NAJSU_GIJM01004310.1_C401_147|Naja_subfulva,Elapidae,Elapidae,Naja,Naja subfulva,mature_seq (NO_SP),
NCBI|NAJSU_GIJM01002726.1_C453_214|Naja_subfulva,Elapidae,Elapidae,Naja,Naja subfulva,mature_seq (NO_SP),
NCBI|NAJSU_GIJM01003137.1_C418_212|Naja_subfulva,Elapidae,Elapidae,Naja,Naja subfulva,mature_seq (NO_SP),
NCBI|NAJSU_GIJM01003193.1_C499_266|Naja_subfulva,Elapidae,Elapidae,Naja,Naja subfulva,mature_seq (NO_SP),
NCBI|NAJSU_GIJM01003678.1_C291_61|Naja_subfulva,Elapidae,Elapidae,Naja,Naja subfulva,mature_seq (NO_SP),
NCBI|NAJSU_GIJM01004065.1_C446_207|Naja_subfulva,Elapidae,Elapidae,Naja,Naja subfulva,mature_seq (NO_SP),
NCBI|NAJSU_GIJN01002005.1_C525_271|Naja_sumatrana,Elapidae,Elapidae,Naja,Naja sumatrana,mature_seq (NO_SP),
SP|P01384|Notechis_scutatus_scutatus,Elapidae,Elapidae,Notechis,Notechis scutatus scutatus,full_seq (SP),
SP|A8HDK0|Notechis_scutatus_scutatus,Elapidae,Elapidae,Notechis,Notechis scutatus scutatus,full_seq (SP),
SP|A8N285|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|C5ILC5|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|P01386|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,mature_seq (NO_SP),
SP|P01387|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,mature_seq (NO_SP),
SP|P07526|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,mature_seq (NO_SP),
SP|P80156|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,mature_seq (NO_SP),
SP|P80965|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,mature_seq (NO_SP),
SP|P82662|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBP3|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBP4|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBP6|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBP8|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q53B53|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,mature_seq (NO_SP),
SP|Q53B54|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,mature_seq (NO_SP),
SP|Q53B56|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q53B57|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q53B58|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q53B59|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBP5|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q53B55|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBN2|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q53B61|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,mature_seq (NO_SP),
SP|A8N286|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|P01412|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|P83302|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,mature_seq (NO_SP),
SP|Q2VBN0|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBN1|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBN3|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBN4|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBN5|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBN7|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBN8|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBN9|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBP0|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q2VBP2|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q53B46|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q53B47|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q53B48|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q53B49|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q53B50|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q53B52|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q69CJ8|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|Q69CK0|Ophiophagus_hannah,Elapidae,Elapidae,Ophiophagus,Ophiophagus hannah,full_seq (SP),
SP|A7X4Q3|Oxyuranus_microlepidotus,Elapidae,Elapidae,Oxyuranus,Oxyuranus microlepidotus,full_seq (SP),
SP|A8HDK7|Oxyuranus_microlepidotus,Elapidae,Elapidae,Oxyuranus,Oxyuranus microlepidotus,full_seq (SP),
SP|A8HDK8|Oxyuranus_microlepidotus,Elapidae,Elapidae,Oxyuranus,Oxyuranus microlepidotus,full_seq (SP),
SP|A7X4R0|Oxyuranus_microlepidotus,Elapidae,Elapidae,Oxyuranus,Oxyuranus microlepidotus,full_seq (SP),
SP|A7X4R5|Oxyuranus_microlepidotus,Elapidae,Elapidae,Oxyuranus,Oxyuranus microlepidotus,full_seq (SP),
SP|A7X4S0|Oxyuranus_microlepidotus,Elapidae,Elapidae,Oxyuranus,Oxyuranus microlepidotus,full_seq (SP),
SP|A7X4S7|Oxyuranus_microlepidotus,Elapidae,Elapidae,Oxyuranus,Oxyuranus microlepidotus,full_seq (SP),
SP|A7X4T2|Oxyuranus_microlepidotus,Elapidae,Elapidae,Oxyuranus,Oxyuranus microlepidotus,full_seq (SP),
SP|A8HDK2|Oxyuranus_scutellatus_scutellatus,Elapidae,Elapidae,Oxyuranus,Oxyuranus scutellatus scutellatus,full_seq (SP),
SP|A8HDK9|Oxyuranus_scutellatus_scutellatus,Elapidae,Elapidae,Oxyuranus,Oxyuranus scutellatus scutellatus,full_seq (SP),
SP|P0CB06|Oxyuranus_scutellatus_scutellatus,Elapidae,Elapidae,Oxyuranus,Oxyuranus scutellatus scutellatus,mature_seq (NO_SP),
SP|Q45Z11|Oxyuranus_scutellatus_scutellatus,Elapidae,Elapidae,Oxyuranus,Oxyuranus scutellatus scutellatus,full_seq (SP),
SP|Q4VRI0|Oxyuranus_scutellatus_scutellatus,Elapidae,Elapidae,Oxyuranus,Oxyuranus scutellatus scutellatus,full_seq (SP),
TR|H8PG68|Parasuta_nigriceps,Elapidae,Elapidae,Parasuta,Parasuta nigriceps,full_seq (SP),
TR|H8PG67|Parasuta_nigriceps,Elapidae,Elapidae,Parasuta,Parasuta nigriceps,full_seq (SP),
TR|H8PG61|Parasuta_nigriceps,Elapidae,Elapidae,Parasuta,Parasuta nigriceps,full_seq (SP),
TR|H8PG65|Parasuta_nigriceps,Elapidae,Elapidae,Parasuta,Parasuta nigriceps,full_seq (SP),
SP|P14612|Pseudechis_australis,Elapidae,Elapidae,Pseudechis,Pseudechis australis,full_seq (SP),
SP|P25497|Pseudechis_australis,Elapidae,Elapidae,Pseudechis,Pseudechis australis,full_seq (SP),
SP|A8HDJ4|Pseudechis_porphyriacus,Elapidae,Elapidae,Pseudechis,Pseudechis porphyriacus,full_seq (SP),
TR|S6CB76|Pseudechis_rossignolii,Elapidae,Elapidae,Pseudechis,Pseudechis rossignolii,full_seq (SP),
TR|R4FIT5|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4FK68|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4FK75|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4G319|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4G2J7|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4G326|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4G7K6|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4FIT0|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4FIV9|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4FIW8|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4FK93|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4FKC0|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4G2J9|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4G2K1|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4G2K2|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4G2K6|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4G321|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4G330|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
TR|R4G7K5|Pseudonaja_modesta,Elapidae,Elapidae,Pseudonaja,Pseudonaja modesta,full_seq (SP),
NCBI|PSETE_GDAD01001328.1_69_296|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,mature_seq (NO_SP),
SP|P13495|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,mature_seq (NO_SP),
SP|Q9W7J5|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
NCBI|PSETE_GDAD01000187.1_103_339|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,mature_seq (NO_SP),
SP|Q9W7J9|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
NCBI|Pste_2|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
NCBI|Pste_3|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
NCBI|Pste_4|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
NCBI|Pste_5|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
NCBI|Pste_6|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
NCBI|Pste_7|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
NCBI|Pste_8|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
NCBI|Pste_9|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
NCBI|Pste_s337_1|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
NCBI|PSETE_GDAD01000072.1_272_508|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,mature_seq (NO_SP),
NCBI|PSETE_GDAD01000079.1_272_508|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,mature_seq (NO_SP),
NCBI|PSETE_GDAD01000185.1_103_345|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,mature_seq (NO_SP),
NCBI|PSETE_XM_026716000.1_90_335|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
NCBI|Pste1|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
SP|A8HDK1|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
SP|A8HDK6|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
SP|Q9W7J6|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
SP|Q9W7J7|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
SP|Q9W7K0|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
SP|Q9W7K1|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
SP|Q9W7K2|Pseudonaja_textilis,Elapidae,Elapidae,Pseudonaja,Pseudonaja textilis,full_seq (SP),
SP|A8HDK4|Tropidechis_carinatus,Elapidae,Elapidae,Tropidechis,Tropidechis carinatus,full_seq (SP),
SP|A8HDJ5|Tropidechis_carinatus,Elapidae,Elapidae,Tropidechis,Tropidechis carinatus,full_seq (SP),
SP|A8HDJ6|Tropidechis_carinatus,Elapidae,Elapidae,Tropidechis,Tropidechis carinatus,full_seq (SP),
TR|R4FIZ6|Vermicella_annulata,Elapidae,Elapidae,Vermicella,Vermicella annulata,full_seq (SP),
TR|R4FKG3|Vermicella_annulata,Elapidae,Elapidae,Vermicella,Vermicella annulata,full_seq (SP),
TR|R4G352|Vermicella_annulata,Elapidae,Elapidae,Vermicella,Vermicella annulata,full_seq (SP),
TR|R4FKG7|Vermicella_annulata,Elapidae,Elapidae,Vermicella,Vermicella annulata,full_seq (SP),
TR|R4G2M2|Vermicella_annulata,Elapidae,Elapidae,Vermicella,Vermicella annulata,full_seq (SP),
TR|R4G354|Vermicella_annulata,Elapidae,Elapidae,Vermicella,Vermicella annulata,full_seq (SP),
TR|R4FIZ2|Vermicella_annulata,Elapidae,Elapidae,Vermicella,Vermicella annulata,full_seq (SP),
TR|R4G2M0|Vermicella_annulata,Elapidae,Elapidae,Vermicella,Vermicella annulata,full_seq (SP),
TR|R4G7L9|Vermicella_annulata,Elapidae,Elapidae,Vermicella,Vermicella annulata,full_seq (SP),
NCBI|WALAE_GIJO01002154.1_C376_188|Walterinnesia_aegyptia,Elapidae,Elapidae,Walterinnesia,Walterinnesia aegyptia,mature_seq (NO_SP),
SP|C0HKZ8|Walterinnesia_aegyptia,Elapidae,Elapidae,Walterinnesia,Walterinnesia aegyptia,mature_seq (NO_SP),
SP|C1IC49|Walterinnesia_aegyptia,Elapidae,Elapidae,Walterinnesia,Walterinnesia aegyptia,full_seq (SP),
NCBI|WALAE_GIJO01000037.1_C2199_1945|Walterinnesia_aegyptia,Elapidae,Elapidae,Walterinnesia,Walterinnesia aegyptia,mature_seq (NO_SP),
NCBI|WALAE_GIJO01002203.1_C450_211|Walterinnesia_aegyptia,Elapidae,Elapidae,Walterinnesia,Walterinnesia aegyptia,mature_seq (NO_SP),
NCBI|WALAE_GIJO01002391.1_C377_165|Walterinnesia_aegyptia,Elapidae,Elapidae,Walterinnesia,Walterinnesia aegyptia,mature_seq (NO_SP),
NCBI|WALAE_GIJO01002432.1_C415_209|Walterinnesia_aegyptia,Elapidae,Elapidae,Walterinnesia,Walterinnesia aegyptia,mature_seq (NO_SP),
SP|C1IC47|Walterinnesia_aegyptia,Elapidae,Elapidae,Walterinnesia,Walterinnesia aegyptia,full_seq (SP),
SP|C1IC48|Walterinnesia_aegyptia,Elapidae,Elapidae,Walterinnesia,Walterinnesia aegyptia,full_seq (SP),
TR|H0YB12|Homo_sapiens,Placentalia,Hominidae,Homo,Homo sapiens,mature_seq (NO_SP),
NCBI|NP_076435.1|Homo_sapiens,Placentalia,Hominidae,Homo,Homo sapiens,full_seq (SP),
SP|Q17RY6|Homo_sapiens,Placentalia,Hominidae,Homo,Homo sapiens,full_seq (SP),
TR|E5RGJ8|Homo_sapiens,Placentalia,Hominidae,Homo,Homo sapiens,full_seq (SP),
NCBI|NP_001153826.1|Homo_sapiens,Placentalia,Hominidae,Homo,Homo sapiens,full_seq (SP),
None|B.multicinctus_HiC_scaffold7_G00795.t1|Bungarus_multicinctus,Elapidae,Elapidae,Bungarus,Bungarus multicinctus,full_seq (SP),
None|B.multicinctus_HiC_scaffold7_G00800.t1|Bungarus_multicinctus,Elapidae,Elapidae,Bungarus,Bungarus multicinctus,full_seq (SP),
None|B.multicinctus_HiC_scaffold7_G00801.t1|Bungarus_multicinctus,Elapidae,Elapidae,Bungarus,Bungarus multicinctus,full_seq (SP),
None|denovo_2_scaffold7|Bungarus_multicinctus,Elapidae,Elapidae,Bungarus,Bungarus multicinctus,full_seq (SP),
None|ScVE01q_1072_HRSCAF_1231_-_32|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
None|ScVE01q_1072_HRSCAF_1231_-_33|Naja_naja,Elapidae,Elapidae,Naja,Naja naja,full_seq (SP),
I6R1R5,,,,,full_seq (SP),Scoloptoxin
P0DPX7,,,,,full_seq (SP),Scoloptoxin
P0DPX8,,,,,full_seq (SP),Scoloptoxin
P0DPX9,,,,,full_seq (SP),Scoloptoxin
P0DPY0,,,,,full_seq (SP),Scoloptoxin
P0DPY1,,,,,full_seq (SP),Scoloptoxin
P0DPX5,,,,,full_seq (SP),Scoloptoxin
